ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
16399,CS,8897,55,IND,1 - 6,Rohan Chandra,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16400,CS,8897,56,IND,1 - 6,Chen Chen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16401,CS,8897,57,IND,1 - 6,Matheus Xavier Ferreira,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16402,CS,8897,58,IND,1 - 6,Henry Kautz,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15858,CS,8999,1,IND,1 - 12,Tariq Iqbal,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15862,CS,8999,2,IND,1 - 12,Yue Cheng,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14876,CS,8999,3,IND,1 - 12,Jack Davidson,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14877,CS,8999,4,IND,1 - 12,David Evans,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16031,CS,8999,5,IND,1 - 12,Chen-Yu Wei,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15721,CS,8999,6,IND,1 - 12,Afsaneh Doryab,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16033,CS,8999,7,IND,1 - 12,Adwait Jog,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15086,CS,8999,8,IND,1 - 12,Yanjun Qi,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14878,CS,8999,9,IND,1 - 12,Tom Horton,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15732,CS,8999,10,IND,1 - 12,Yixin Sun,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14980,CS,8999,11,IND,1 - 12,Mark Sherriff,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15285,CS,8999,12,IND,1 - 12,Brad Campbell,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16034,CS,8999,13,IND,1 - 12,Tianhao Wang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16337,CS,8999,14,IND,1 - 12,Chen Chen,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15083,CS,8999,15,IND,1 - 12,Mohammad Mahmoody,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16035,CS,8999,16,IND,1 - 12,Ferdinando Fioretto,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16036,CS,8999,17,IND,1 - 12,Hyojoon Kim,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14880,CS,8999,18,IND,1 - 12,Kevin Skadron,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15742,CS,8999,19,IND,1 - 12,Judy Fox,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15635,CS,8999,20,IND,1 - 12,Miaomiao Zhang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15744,CS,8999,21,IND,1 - 12,Felix Lin,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14881,CS,8999,22,IND,1 - 12,Kevin Sullivan,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15745,CS,8999,23,IND,1 - 12,Tom Fletcher,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15281,CS,8999,24,IND,1 - 12,Madhur Behl,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14981,CS,8999,25,IND,1 - 12,Aaron Bloomfield,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15185,CS,8999,26,IND,1 - 12,Samira Khan,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15227,CS,8999,27,IND,1 - 12,Kai-wei Chang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15228,CS,8999,28,IND,1 - 12,Haiying Shen,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15752,CS,8999,29,IND,1 - 12,Rich Nguyen,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15229,CS,8999,30,IND,1 - 12,Charles Reiss,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16037,CS,8999,31,IND,1 - 12,Wei-Kai Lin,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15263,CS,8999,32,IND,1 - 12,Lu Feng,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16038,CS,8999,33,IND,1 - 12,Chang Lou,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15297,CS,8999,34,IND,1 - 12,Farzad Hassanzadeh,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16039,CS,8999,35,IND,1 - 12,Yen-Ling Kuo,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15358,CS,8999,36,IND,1 - 12,Homa Alemzadeh,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16338,CS,8999,37,IND,1 - 12,Yu Meng,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16394,CS,8999,38,IND,1 - 12,Zezhou Cheng,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16409,CS,8999,39,IND,1 - 12,Wenxi Wang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15373,CS,8999,40,IND,1 - 12,Matthew Dwyer,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15374,CS,8999,41,IND,1 - 12,Sebastian Elbaum,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15375,CS,8999,42,IND,1 - 12,Yangfeng Ji,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15376,CS,8999,43,IND,1 - 12,Yonghwi Kwon,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15436,CS,8999,44,IND,1 - 12,Aidong Zhang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15450,CS,8999,45,IND,1 - 12,Anil Vullikanti,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15451,CS,8999,46,IND,1 - 12,Madhav Marathe,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16410,CS,8999,47,IND,1 - 12,Rohan Chandra,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16411,CS,8999,48,IND,1 - 12,Henry Kautz,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
16412,CS,8999,49,IND,1 - 12,Matheus Xavier Ferreira,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15514,CS,8999,50,IND,1 - 12,Seongkook Heo,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15515,CS,8999,51,IND,1 - 12,Ashish Venkat,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15563,CS,8999,52,IND,1 - 12,Jundong Li,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15855,CS,8999,53,IND,1 - 12,Shangtong Zhang,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15830,CS,8999,54,IND,1 - 12,Wajih Ul Hassan,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15843,CS,8999,55,IND,1 - 12,Sandhya Dwarkadas,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
15850,CS,8999,56,IND,1 - 12,Geoffrey Fox,TBA,TBA,Thesis,,Open,0,30,0,,Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary.
14997,CS,9897,1,IND,1 - 6,Aaron Bloomfield,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15876,CS,9897,2,IND,1 - 6,Shangtong Zhang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15748,CS,9897,3,IND,1 - 6,Tom Fletcher,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
14998,CS,9897,4,IND,1 - 6,Jack Davidson,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
14999,CS,9897,5,IND,1 - 6,David Evans,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15887,CS,9897,6,IND,1 - 6,Wajih Ul Hassan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16096,CS,9897,7,IND,1 - 6,Chen-Yu Wei,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15000,CS,9897,8,IND,1 - 6,Tom Horton,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16044,CS,9897,9,IND,1 - 6,Adwait Jog,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15286,CS,9897,10,IND,1 - 6,Brad Campbell,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15164,CS,9897,11,IND,1 - 6,Mark Floryan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16407,CS,9897,12,IND,1 - 6,Matheus Xavier Ferreira,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15087,CS,9897,13,IND,1 - 6,Yanjun Qi,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16097,CS,9897,14,IND,1 - 6,Yen-Ling Kuo,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15002,CS,9897,15,IND,1 - 6,Mark Sherriff,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15003,CS,9897,16,IND,1 - 6,Kevin Skadron,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16049,CS,9897,17,IND,1 - 6,Yen-Ling Kuo,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15084,CS,9897,18,IND,1 - 6,Mohammad Mahmoody,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16092,CS,9897,19,IND,1 - 6,Chang Lou,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15004,CS,9897,20,IND,1 - 6,Kevin Sullivan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16093,CS,9897,21,IND,1 - 6,Ferdinando Fioretto,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15282,CS,9897,22,IND,1 - 6,Madhur Behl,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16094,CS,9897,23,IND,1 - 6,Wei-Kai Lin,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15437,CS,9897,24,IND,1 - 6,Aidong Zhang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15186,CS,9897,25,IND,1 - 6,Samira Khan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15230,CS,9897,26,IND,1 - 6,Kai-wei Chang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15231,CS,9897,27,IND,1 - 6,Haiying Shen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16095,CS,9897,28,IND,1 - 6,Hyojoon Kim,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15232,CS,9897,29,IND,1 - 6,Charles Reiss,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15516,CS,9897,30,IND,1 - 6,Seongkook Heo,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16408,CS,9897,31,IND,1 - 6,Henry Kautz,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15537,CS,9897,32,IND,1 - 6,Homa Alemzadeh,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15737,CS,9897,33,IND,1 - 6,Afsaneh Doryab,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15264,CS,9897,34,IND,1 - 6,Lu Feng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15383,CS,9897,35,IND,1 - 6,Rich Nguyen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15298,CS,9897,36,IND,1 - 6,Farzad Hassanzadeh,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15384,CS,9897,37,IND,1 - 6,Raymond Pettit,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15377,CS,9897,38,IND,1 - 6,Matthew Dwyer,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15378,CS,9897,39,IND,1 - 6,Sebastian Elbaum,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15379,CS,9897,40,IND,1 - 6,Yangfeng Ji,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15382,CS,9897,41,IND,1 - 6,Robbie Hott,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15380,CS,9897,42,IND,1 - 6,Ashish Venkat,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
15381,CS,9897,43,IND,1 - 6,Daniel Graham,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16344,CS,9897,44,IND,1 - 6,Yixin Sun,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16346,CS,9897,45,IND,1 - 6,Yu Meng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16373,CS,9897,46,IND,1 - 6,Yue Cheng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16392,CS,9897,47,IND,1 - 6,Kun Qian,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16403,CS,9897,48,IND,1 - 6,Zezhou Cheng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16404,CS,9897,49,IND,1 - 6,Wenxi Wang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16405,CS,9897,50,IND,1 - 6,Rohan Chandra,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
16406,CS,9897,51,IND,1 - 6,Chen Chen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For doctoral students who are teaching assistants.
14866,CS,9999,1,IND,1 - 12,Kevin Skadron,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15856,CS,9999,2,IND,1 - 12,Shangtong Zhang,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14863,CS,9999,3,IND,1 - 12,Jack Davidson,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14982,CS,9999,4,IND,1 - 12,Aaron Bloomfield,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15863,CS,9999,5,IND,1 - 12,Yue Cheng,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15746,CS,9999,6,IND,1 - 12,Tom Fletcher,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15644,CS,9999,7,IND,1 - 12,Yixin Sun,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14864,CS,9999,8,IND,1 - 12,David Evans,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15842,CS,9999,9,IND,1 - 12,Tariq Iqbal,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15636,CS,9999,10,IND,1 - 12,Miaomiao Zhang,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16014,CS,9999,11,IND,1 - 12,Adwait Jog,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15088,CS,9999,12,IND,1 - 12,Yanjun Qi,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15632,CS,9999,13,IND,1 - 12,Jundong Li,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15187,CS,9999,14,IND,1 - 12,Samira Khan,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15287,CS,9999,15,IND,1 - 12,Brad Campbell,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16415,CS,9999,16,IND,1 - 12,Chen Chen,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15085,CS,9999,17,IND,1 - 12,Mohammad Mahmoody,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16058,CS,9999,18,IND,1 - 12,Geoffrey Fox,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15283,CS,9999,19,IND,1 - 12,Madhur Behl,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15518,CS,9999,20,IND,1 - 12,Seongkook Heo,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16416,CS,9999,21,IND,1 - 12,Matheus Xavier Ferreira,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15233,CS,9999,22,IND,1 - 12,Kai-wei Chang,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14867,CS,9999,23,IND,1 - 12,Kevin Sullivan,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16086,CS,9999,24,IND,1 - 12,Chang Lou,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14983,CS,9999,25,IND,1 - 12,Tom Horton,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15234,CS,9999,26,IND,1 - 12,Haiying Shen,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
14984,CS,9999,27,IND,1 - 12,Mark Sherriff,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16087,CS,9999,28,IND,1 - 12,Ferdinando Fioretto,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15235,CS,9999,29,IND,1 - 12,Charles Reiss,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16088,CS,9999,30,IND,1 - 12,Wei-Kai Lin,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15265,CS,9999,31,IND,1 - 12,Lu Feng,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16089,CS,9999,32,IND,1 - 12,Hyojoon Kim,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15299,CS,9999,33,IND,1 - 12,Farzad Hassanzadeh,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16090,CS,9999,34,IND,1 - 12,Chen-Yu Wei,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15385,CS,9999,35,IND,1 - 12,Matthew Dwyer,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15386,CS,9999,36,IND,1 - 12,Sebastian Elbaum,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15387,CS,9999,37,IND,1 - 12,Yangfeng Ji,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
16417,CS,9999,38,IND,1 - 12,Henry Kautz,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15402,CS,9999,39,IND,1 - 12,Ashish Venkat,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15438,CS,9999,40,IND,1 - 12,Aidong Zhang,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15452,CS,9999,41,IND,1 - 12,Anil Vullikanti,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
15453,CS,9999,42,IND,1 - 12,Madhav Marathe,TBA,TBA,Dissertation,,Open,0,30,0,,Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary.
